,Unnamed: 0,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude
494,616,Bukit Kembar Guest House,Homestay,Bedugul Tabanan,Banjar Dinas Asah Panji. Wanagiri Singaraja. Bedugul. Tabanan. Bali. Indonesia,Belum ada rating,205000,205000,-8.244529,115.101717
496,618,Suweden Homestay,Vacation Home,Penebel Tabanan,Jalan Gunungsari Umakayu. Jatiluwih. Senganan. Kec. Penebel. Kabupaten Tabanan. Bali,Belum ada rating,340000,340000,-8.36163,115.13704
497,619,Hara Bali Eco Homestay,Lodge,Penebel Tabanan,Banjar Belulang. Mengesta. Penebel. Tabanan Regency. Bali 82152,Belum ada rating,286875,286875,-8.39663028717041,115.1407470703125
498,620,Pondok Balian,Hotel,Selemadeg Tabanan,Jl. Pantai Balian. Br. Pengasahan. Lalang Linggah Selemadeg Barat,Belum ada rating,200000,200000,-8.500499725341797,114.96607971191406
499,621,Teras Subak Homestay,Vacation Home,Penebel Tabanan,Jl. Jatiluwih Kawan. Jatiluwih. Penebel Kab. Tabanan,Belum ada rating,340000,340000,-8.37039,115.129853
500,622,Pelangi Homestay RedPartner,Vacation Home,Baturiti Tabanan,'Jalan Baturiti Bedugul' 'No.19. Batunya. Kecamatan Baturiti',2.0,133773,231000,-8.283120155334473,115.15779113769533
501,623,Anish Homestay,Homestay,Penebel Tabanan,Br. Dinas Gunungsari Desa. Jatiluwih. Tabanan,Belum ada rating,200000,200000,-8.36385,115.133122
502,624,Tang Ting Tung Homestay,Homestay,Bedugul Tabanan,Wanagiri. Sukasada. Buleleng Regency. Bali,Belum ada rating,205000,340000,-8.24384,115.100822
504,626,The Dewata Homestay,Homestay,Baturiti Tabanan,Jl. Gunung Agung No.28. Baturiti. Tabanan Regency. Bali,Belum ada rating,205000,205000,-8.3321427,115.1865077
505,404,Pulau Tidung Sera Homestay,Homestay,Kepulauan Seribu Selatan Kepulauan Seribu,Tidung Island. South Kepulauan Seribu. Kepulauan Seribu Regency. Jakarta. Indonesia,4.3,300000,350000,-5.7984519,106.5005529
506,405,Fadila Homestay RedPartner,Guest House,Kepulauan Seribu Utara Kepulauan Seribu,Pulau panggang RT 02/03. Pulau Panggang. Kepulauan Seribu Utara. Kab. Administrasi Kepulauan Seribu. Daerah Khusus Ibukota Jakarta 14530. Indonesia,Belum ada rating,251406,412750,-5.738747,106.600396
507,406,Arwana Homestay Syariah RedPartner,Hotel,Kepulauan Seribu Selatan Kepulauan Seribu,2PC4+XWV. Untungjawa Island. South Kepulauan Seribu. Kepulauan Seribu Regency. Jakarta. Indonesia,Belum ada rating,251892,1155700,-5.977501,106.707247
508,407,Lape Resort Syariah at Desa Wisata Pulau Untung Jawa,Hotel,Kepulauan Seribu Selatan Kepulauan Seribu,Jl. Bougenville RT/RW. 001/01. Kel. P. Untungjawa. Kec. Kep. Seribu Slt.. Kota Adm. Kep. Seribu.. Pulau Untung Jawa. Kepulauan Seribu Sel.. Kabupaten Kepulauan Seribu. Daerah Khusus Ibukota Jakarta 14510,Belum ada rating,283107,480060,-5.977501,106.707247
509,408,Homestay Reyhan Pulau Pari RedPartner,Hotel,Kepulauan Seribu Selatan Kepulauan Seribu,Jl. Lancang Permai. Pulau Pari. Kepulauan Seribu Sel.. Kab. Administrasi Kepulauan Seribu. Daerah Khusus Ibukota Jakarta 14520. Indonesia,Belum ada rating,400050,400050,-5.932731,106.588029
510,409,Harapan Solata Homestay Syariah,Hotel,Kepulauan Seribu Utara Kepulauan Seribu,Jalan Ikan Marlin RT 02 RW 01 26,3.0,482160,819999,-5.6528000831604,106.5765609741211
511,410,Mutiara Tidung Resort ,Bungalow,Kepulauan Seribu Selatan Kepulauan Seribu,Jln. Pantai Timur Rt.07 Rw.02 Kelurahan Pulau Tidung .Kecamatan Kepulauan Seribu Selatan . Kabupaten Administrasi Kepulauan Seribu . DKI Jakarta,4.0,171389,536250,-5.801558,106.506782
513,412,Homestay Reyhan Pulau Pari,Vacation Home,Kepulauan Seribu Selatan Kepulauan Seribu,Pari Island. South Kepulauan Seribu. Jakarta,Belum ada rating,330292,420916,-5.85756015777588,106.620910644531
514,413,Kamar Pluit By Beranda Istirahat,Guest House,Penjaringan Jakarta Utara,Jl. Pluit Tim. Raya No.11B. RT.10/RW.9. Pluit. Kec. Penjaringan. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14450,3.4,202500,225000,-6.119089,106.793696
515,414,Grandboutique-Inn,Apartment,Penjaringan Jakarta Utara,grandboutique-inn.Jl. Pluit karang ayu blok B1 Utara Greenbay Pluit Tower B-LGM-30 North Jakarta. 14450. Indonesia,3.5,343272,475500,-6.108740999999999,106.7788116
516,415,Studio Apartemen Baywalk Green Bay Pluit Estetika Nyaman,Apartment,Penjaringan Jakarta Utara,l. Pluit Karang Ayu 1 No.B1. RT.20/RW.2. Pluit. Kec. Penjaringan. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14450,Belum ada rating,268000,268000,-6.108622,106.778157
517,416,Neo Hotel Mangga Dua by ASTON,Hotel,Ancol Jakarta Utara,<p>Gunung Sahari Raya no.1. Rukan Mangga Dua Square Blok A No. 10</p>,4.1,443265,614680,-6.135813,106.830974
518,417,DAERA Smarthomm Ancol Jakarta,Hotel,Ancol Jakarta Utara,Jl. R. E. Martadinata No.12. RT.6/RW.5. Kota Tua. Ancol. Pademangan. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14430. Indonesia,4.1,200000,400000,-6.13114,106.82808
519,418,Cordex Hotel Ancol,Hotel,Ancol Jakarta Utara,Jalan Lodan Raya No.2 . Lodan Center Complex Blok A/9. Ancol. Jakarta,4.3,285000,285000,-6.1298857,106.817011
520,419,Hotel Aruni Ancol,Hotel,Ancol Jakarta Utara,Jl. R. E. Martadinata No.10. RW.4. Ancol. Kec. Pademangan. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14430,3.6,158400,400000,-6.131233,106.826658
521,420,OYO 3735 Liv Hotel,Hotel,Ancol Jakarta Utara,4. Jl. R. E. Martadinata No.12M. RT.6/RW.5. Ancol. Jakarta. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta,3.9,228777,241588,-6.131254,106.8277618
522,421,SmartHomm Hotel,Hotel,Ancol Jakarta Utara,Jalan R E Martadinata no. 12A,4.5,180000,360000,-6.131139699999999,106.82808039999998
523,422,Ancol Homestay,Hotel,Ancol Jakarta Utara,Jl. Lodan Raya No.2. RT.8/RW.11. Kota Tua. Ancol. Kec. Pademangan. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14430. Indonesia,2.5,250000,250000,-6.128982,106.829017
524,423,Nusalink Near Ancol,Hotel,Ancol Jakarta Utara,Jl.RE Martadinata No.12ABC. Kel.Ancol. Kec.Pademangan. Jakarta . Indonesia,Belum ada rating,276000,443000,-6.131944,106.822874
525,424,Hotel Aruni Ancol,Hotel,Ancol Jakarta Utara,10 Jalan R. E. Martadinata. Jakarta. Daerah Khusus Ibukota Jakarta. ID,Belum ada rating,219999,500000,-6.13142,106.826733
526,425,dprimahotel WTC Mangga Dua,Hotel,Mangga Dua Jakarta Pusat,Jl. Gunung Sahari Mangga Dua. Komplek Marinatama Blok A 26,4.0,229325,410993,-6.13417,106.832123
527,426,Orchardz Jayakarta Hotel,Hotel,Sawah Besar Jakarta Pusat,Pangeran Jayakarta Street No. 44,4.1,375000,525000,-6.143622,106.828619
528,427,Hotel 55 International,Hotel,Taman Sari Jakarta Barat,Artha Center. Jl. Pangeran Jayakarta. RT.1/RW.1. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110,3.4,179000,650000,-6.141158,106.822553
529,428,Zuri Express Mangga Dua,Hotel,Sawah Besar Jakarta Pusat,Mangga Dua Dalam Street no 55 - 56,4.3,331817,1500000,-6.139437,106.825341
530,429,dprimahotel ITC Mangga Dua,Hotel,Sawah Besar Jakarta Pusat,Jl. Tiangseng Pangeran Jayakarta 73 Blok A/E-O,4.4,370000,490000,-6.13838,106.822406
531,430,Coins Hotel Jakarta,Hotel,Tanjung Priok Jakarta Utara,Sunter Agung Utara Raya Blok A No. 5B. Jl. Ancol Sel. 1 No.10. RT.2/RW.18. Sunter Agung. Tj. Priok. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14350,4.2,364162,769794,-6.138432,106.862972
532,431,Nite & Day Jakarta – Mangga Besar.,Hotel,Taman Sari Jakarta Barat,14. Jl. Raya Mangga Besar No.20. RT.14/RW.9. Maphar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11180,4.1,315000,370000,-6.149651,106.819459
533,432,Maxwell Hotel Jakarta,Hotel,Sawah Besar Jakarta Pusat,Jl. Pangeran Jayakarta No. 70,4.1,392957,470000,-6.147289,106.832085
534,433,Bobobox Kota Tua,Capsule Hotel,Taman Sari Jakarta Barat,Kota Tua. RT.7/RW.7. Pinangsia. Taman Sari. West Jakarta City. Jakarta 11110,4.4,196152,196152,-6.134111,106.8131
535,434,Hotel Pinangsia,Hotel,Taman Sari Jakarta Barat,Pinangsia Street 1 number 55 Kota Area Pinangsia .sub -districk Taman sari Districk Jakarta Barat Provice Dki Jakarta 11110 Indonesia,3.1,165000,205000,-6.14004,106.816885
536,435,Best Inn Hotel Jakarta,Guest House,Gambir Jakarta Pusat,Jl. Hayam Wuruk No.1RQ-1RR. RT.7/RW.2. Kb. Klp.. Gambir. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta. Indonesia,3.6,250000,250000,-6.1659,106.821246
537,436,RedDoorz near Hayam Wuruk,Guest House,Taman Sari Jakarta Barat,Jl. Kebon Jeruk XV No.15. RT.7/RW.8. Maphar. Tamansari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11150. Indonesia,3.1,152490,228735,-6.153503,106.819952
538,437,OYO 2230 Ava Guest House Near Rumah Sakit Umum Daerah Pademangan,Hotel,Mangga Dua Jakarta Pusat,Jl. R E Martadinata. RT.1/RW.11. West Pademangan. Pademangan. Jakarta,2.4,101853,122224,-6.13165,106.838945
539,438,Shakti Capsule Hotel Jakarta,Capsule Hotel,Gambir Jakarta Pusat,Jl. Batu Tulis Raya No.8. RT.3/RW.2. Kb. Klp.. Kecamatan Gambir. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10120. Indonesia,4.1,165000,165000,-6.16347,106.822
540,439,Rumahku Hayam Wuruk RedPartner,Hotel,Gambir Jakarta Pusat,Airy Eco Hayam Wuruk Batu Tulis Raya 52D Jakarta. Jalan Batu Tulis Raya. RT.9/RW.3. Kebon Kelapa. Central Jakarta City. Jakarta. Indonesia,3.9,210600,312000,-6.163035,106.826206
541,440,RedDoorz Plus near Jakarta Kota Station,Hotel,Taman Sari Jakarta Barat,Jl. Pintu Besar Selatan No.42. RT.3/RW.1. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110. Indonesia,3.5,199410,269790,-6.141183,106.814809
542,441,OYO 281 Hotelo,Hotel,Taman Sari Jakarta Barat,Jl. Mangga Dua Raya No.57. RT.6/RW.4. Kota Tua. Pinangsia. Kebon Jeruk. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110. Indonesia. Jakarta,3.8,206237,206237,-6.1369732,106.8196703
544,443,Hotel DeQur Jakarta Kota,Hotel,Tambora Jakarta Barat,Jl. Kali Besar Barat No.27. RT.7/RW.3. Roa Malaka. Tambora. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11230. Indonesia,3.2,171000,171000,-6.134827,106.8108381
545,444,Plaza Hotel Glodok,Hotel,Taman Sari Jakarta Barat,Glodok Plaza Lot 3. Jl. Pinangsia Raya No. 1 11180. Mangga Dua. Jakarta,3.9,250001,349999,-6.142081,106.815953
546,445,OYO 136 Manggis Inn Near RSU Kecamatan Taman Sari,Hotel,Taman Sari Jakarta Barat,Jl. Brustru No.44. RT.1/RW.6. Kota Tua. Mangga Besar. Tamansari. Kota Jakarta Barat. DKI Jakarta 11180,3.6,176226,176226,-6.141019,106.820255
547,446,Rovi Boutique Hotel,Hotel,Taman Sari Jakarta Barat,Jalan Hayam Wuruk Raya No.79B Jakarta - Indonesia,3.3,224100,242100,-6.156075,106.818529
548,447,RedDoorz Plus near Hayam Wuruk 2,Guest House,Taman Sari Jakarta Barat,Jl. Hayam Wuruk No.78P. RT.9/RW.5. Maphar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta,4.0,132135,215050,-6.155728,106.818855
549,448,RedDoorz Plus @ Danau Sunter Utara,Hotel,Tanjung Priok Jakarta Utara,Jl Danau Sunter Utara No 57. Jakarta Utara,3.1,285565,494401,-6.139366,106.859646
550,449,Coins Hotel by Ruang Nyaman,Hotel,Tanjung Priok Jakarta Utara,Jalan Sunter Agung Utara Raya Blok A No. 5B. Jl. Ancol Selatan I No.10. RT.2/RW.18. Sunter Agung. Tj. Priok. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta,4.3,330921,675732,-6.138418,106.862982
551,450,Titi Guest House,Guest House,Mangga Besar Jakarta Barat,Jalan Mangga Besar Raya No. 25,4.3,149000,149000,-6.149186,106.819668
552,451,Plaza Hotel Harco Mangga Dua,Hotel,Sawah Besar Jakarta Pusat,<p>Jalan Mangga Dua Raya. Harco Mangga Dua Blok N 22-24 Jakarta</p>,3.5,180000,180000,-6.137791,106.827772
553,452,OYO 122 Oekude Kost,Hotel,Gunung Sahari Utara Jakarta Pusat,010. Jl. Industri 6 No.2A. RT.11/RW.1. Gn. Sahari Utara. Jakarta,3.9,75819,157667,-6.144864,106.835308
554,453,RedDoorz Plus near Dunia Fantasi Ancol,Hotel,Pademangan Jakarta Utara,Jl. R E Martadinata No.2. RT.1/RW.11. Pademangan Barat. Kec. Pademangan. Jakarta Utara. DKI Jakarta. Indonesia,4.3,204844,355716,-6.130589,106.832398
555,454,OYO 1199 Orienchi Room Near RSU Kecamatan Taman Sari,Hotel,Taman Sari Jakarta Barat,Jalan Mangga Besar No.5N. Mangga Besar. Tamansari. RT.5/RW.6. Mangga Besar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11180. Indonesia. Jakarta,3.7,173832,191218,-6.149587,106.818341
556,455,Hotel 55,Hotel,Taman Sari Jakarta Barat,Jl Pangeran jayakarta No 8 Blok E No 1.Jl Pangeran Jayakarta No 8 Blok E No 1,3.7,158000,544192,-6.14062945339908,106.822611093521
557,456,RedDoorz Plus near Ancol,Hotel,Pademangan Jakarta Utara,JL RE MARTADINATA No.2. RT.6/RW.4. Ancol. Pademangan. North Jakarta City. Jakarta,4.0,219725,285175,-6.1307959,106.832495
558,457,Stay Inn Hostel Jakarta,Hostel,Gambir Jakarta Pusat,Jalan Hayam Wuruk No.1,4.2,239998,239998,-6.165911,106.821461
559,458,RedDoorz near Kota Tua 2,Hotel,Tambora Jakarta Barat,Jl. Tiang Bendera I No.81b. RT.5/RW.3. Roa Malaka. Kec. Tambora. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11230. Indonesia,3.6,165904,323950,-6.133621,106.808409
560,459,Heritel Urban Hostel,Hostel,Taman Sari Jakarta Barat,Jl. Kunir No.37. RT.7/RW.7. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110. Indonesia,4.1,300000,400000,-6.133468,106.814519
561,460,Madu Inn Hotel,Hotel,Taman Sari Jakarta Barat,Jl. Madu No. 36 (Mangga Besar I) Jakarta Barat,3.8,245000,323000,-6.144152,106.819351
562,461,Grace Residences Glodok,Hotel,Tambora Jakarta Barat,Jl. Toko Tiga Seberang No.33. RT.13/RW.2. Glodok. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11120,4.2,139024,156312,-6.141619,106.811137
563,462,Senyaman Hotel RedPartner,Hotel,Tambora Jakarta Barat,Jl. Tiang Bendera I No.67. RT.5/RW.3. Roa Malaka. Kec. Tambora. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11230. Indonesia,5.0,216000,441000,-6.13409,106.808434
564,463,Hotel Mutiara Kota Tua,Hotel,Taman Sari Jakarta Barat,jl pintu besar selatan No.71-71A,3.8,177888,177888,-6.14063163420201,106.814256229003
565,464,Nusalink Antoni Near Hayam Wuruk,Hotel,Taman Sari Jakarta Barat,Jl. Hayam Wuruk No.111 F-G. Jakarta Barat. Daerah Khusus Ibukota Jakarta. Indonesia,Belum ada rating,268520,466840,-6.150943,106.817602
566,465,Urbanview Hotel Casa Kota Mangga Besar,Hotel,Taman Sari Jakarta Barat,Jl. Mangga Besar 1. Mangga Besar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11180. Indonesia,4.5,206675,270270,-6.148673,106.818488
567,466,New Purri Melati Hotel RedPartner,Hotel,Tambora Jakarta Barat,'Jalan tiang bendera 1 no.67' 'Jalan Tiang Bendera I. No.67. Roa Malaka. Kecamatan Tambora',Belum ada rating,169864,370901,-6.134160041809082,106.80815887451172
568,350,The Fort Hotel by ZUZU,Hotel,Kasihan Bantul,Jl Bugisan Selatan. 99,4.3,218552,218794,-7.826389,110.347369
569,351,Hotel Widodo 1 Parangtritis RedPartner,Hotel,Kretek Bantul,Hotel Widodo 1. Pantai. Parangtritis. Bantul. Daerah Istimewa Yogyakarta. Indonesia,4.4,93972,173880,-8.023982,110.333045
570,352,OYO 465 Alam Citra Bed & Breakfast,Guest House,Sewon Bantul,Perumahan Alam Citra E 18-19. Cabean. Panggungharjo. Sewon. Bantul. Daerah Istimewa Yogyakarta 55188. Indonesia. Yogyakarta,4.4,140247,388889,-7.860473,110.355711
571,353,RedDoorz near Parangtritis Beach,Hotel,Parangtritis Bantul,Pantai Parangtritis. Bantul. Kretek. Yogyakarta. Indonesia,3.5,160969,229840,-8.020132,110.332454
572,354,OYO 1533 The Paris Ocean,Hotel,Parangtritis Bantul,Jalan Parangtritis KM-28. Desa Mancingan XI RT-01. Pantai. Parangtritis. Kretek. Bantul Regency. Special Region of Yogyakarta 55772. Indonesia. Yogyakarta,3.5,95084,281120,-8.020051,110.327084
573,355,Flory Hotel,Hotel,Sewon Bantul,03. Jl. Ringroad Selatan No.19. Glugo. Panggungharjo. Sewon. Bantul. Daerah Istimewa Yogyakarta 55188. Indonesia,4.0,190000,190000,-7.835249,110.363285
574,356,Sans Hotel Pippo Yogyakarta,Hotel,Kasihan Bantul,Jl. Bugisan Selatan No.100. Dongkelan Kauman. Tirtonirmolo. Kec. Kasihan. Kabupaten Bantul. Daerah Istimewa Yogyakarta 55184. Indonesia,5.0,170416,845000,-7.821955,110.347716
575,357,Penginapan Rudi,Guest House,Dlingo Bantul,Dusun Pencit Rejo RT 1 Pantirejo. Terong. Dlingo. Bantul. Yogyakarta,4.6,118423,361164,-7.877594,110.455334
576,358,Bahagia Sederhana Homestay,Guest House,Bantul Bantul,Jl. KH Hasyim Asyari No. 100. Ringinharjo. Bantul. Bantul. Yogyakarta,4.5,53696,567286,-7.885894,110.321182
577,359,Budi Bambu Homestay Yogyakarta Bangunjiwo RedPartner,Hotel,Kasihan Bantul,Gedongan. Bangunjiwo. Kec. Kasihan. Kabupaten Bantul. Daerah Istimewa Yogyakarta 55184. Indonesia,3.4,378000,378000,-7.844074,110.327542
578,360,OYO 90903 Chez Laelik Homestay,Hotel,Sewon Bantul,111.Jl. Randubelang No.111. Jotawang. Bangunharjo. Sewon. Bantul. Daerah Istimewa Yogyakarta.55188.Yogyakarta.Yogyakarta,3.8,61156,108945,-7.828736054,110.3724656
579,361,Bukit Indah Hotel,Hotel,Piyungan Bantul,Jalan Yogyakarta - Wonosari Hargo Dumilah KM 15. Srimulyo. Piyungan. Area Kebun. Srimulyo. Kec. Piyungan. Kabupaten Bantul. Daerah Istimewa Yogyakarta,3.0,238492,491736,-7.844102,110.480186
580,362,RedDoorz @ Omah Kayu Homestay,Guest House,Sewon Bantul,Jl. Ringroad Selatan No.92. Saman. Bangunharjo. Kec. Sewon. Bantul. Daerah Istimewa Yogyakarta 55188. Indonesia,3.5,221760,277200,-7.834186,110.368891
581,363,Griya Jagadhaya Guesthouse,Guest House,Sewon Bantul,Jalan KH. Ali Maksum No. 183. Pelemsewu. Panggungharjo. Sewon. Bantul,4.0,73979,295916,-7.84044697467363,110.356940484659
582,364,RedDoorz Plus @ Jalan Parangtritis 2,Hotel,Sewon Bantul,Jalan Parangtritis KM 4 No 303 Bangunharjo. sewon. Bantul. Yogyakara,3.8,117795,244750,-7.831765,110.367284
583,365,OYO 90325 Pondok Dnayu Syariah,Hotel,Kasihan Bantul,118. Menayu. Tirtonirmolo. Kasihan. Bantul. Yogyakarta,3.9,92178,130498,-7.824075,110.34045
584,366,Kamala House,Hostel,Kasihan Bantul,Jl. Tambak. Kasihan (Perumahan Griya Indah VI A18. Kembang. Ngestiharjo. Kasihan. Bantul Regency. Special Region of Yogyakarta,4.7,152999,573749,-7.7802921,110.3500677
585,367,RedDoorz Syariah @ Hotel Nuri Indah Dongkelan Yogyakarta,Hotel,Sewon Bantul,Jl. Bantul No.302. Dongkelan. Panggungharjo. Kec. Sewon. Bantul. Daerah Istimewa Yogyakarta 55188. Indonesia,4.5,178427,309400,-7.82606,110.355007
586,368,OYO 90903 Chez Laelik Homestay,Guest House,Sewon Bantul,111. Jl. Randubelang No.111. Jotawang. Bangunharjo. Sewon. Bantul. Daerah Istimewa Yogyakarta. Yogyakarta,3.5,100368,162000,-7.828744,110.372411
587,369,OYO 2047 Opak Village Bed & Breakfast,Hotel,Jetis Bantul,Jl.Imogiri Barat No.01 Km 13 Dusun Bungas. Yogyakarta,4.2,97352,175012,-7.917968,110.371189
588,370,RedDoorz @ Jalan Parangtritis,Guest House,Sewon Bantul,Jl. parangtritis No. 319. Yogyakarta,3.4,121550,209000,-7.83159,110.367701
589,371,Joglo Mandapa Boutique Hotel & Resto,Hotel,Kasihan Bantul,Dusun Kembaran. RT.01. Tamantirto. Kasihan. Bantul. Daerah Istimewa Yogyakarta. Indonesia 55183,4.2,540262,969998,-7.83155,110.33839
590,372,Omah Kebon Nitiprayan,Hotel,Kasihan Bantul,Jalan Nitiprayan RT 02,5.0,200001,300000,-7.813029766082764,110.34324645996094
591,373,Wisma Sanggrahan Syariah Yogyakarta RedPartner,Guest House,Bantul Bantul,484C+3XF. Bantul Karang. Ringinharjo. Kec. Bantul. Kabupaten Bantul. Daerah Istimewa Yogyakarta 55712. Indonesia,4.0,95699,240030,-7.894826,110.322659
592,374,OYO 90051 Guest House Parangtritis,Hotel,Parangtritis Bantul,00. Jl. Parangtritis. Pantai. Parangtritis. Kec. Kretek. Yogyakarta,3.8,103077,116891,-8.022815,110.333121
593,375,Omah Kebon Homestay Yogyakarta,Homestay,Kasihan Bantul,Jl. Nitiprayan No. 60-88. Jomegatan. Ngestiharjo. Kec. Kasihan. Bantul. Daerah Istimewa Yogyakarta. Indonesia,5.0,200000,300000,-7.814069,110.342858
594,376,OYO 90354 Ndalem Sabine Syariah,Hotel,Piyungan Bantul,1. Kecamatan piyungan. Kabupaten Bantul. Yogyakarta,4.2,107625,118387,-7.85303,110.45486
595,377,Etten Residence Syariah RedPartner,Hotel,Sewon Bantul,3. Jl. Parangtritis No.Km. RW.5. Randubelang. Bangunharjo. Kec. Sewon. Kabupaten Bantul. Daerah Istimewa Yogyakarta 55188,2.9,129719,227500,-7.82958,110.367479
596,378,Hotel Parangtritis Widodo Tustiyani,Guest House,Kretek Bantul,Jl. Parangtritis. Pantai. Parangtritis. Kec. Kretek. Kabupaten Bantul. Daerah Istimewa Yogyakarta,Belum ada rating,172500,392000,-8.022087,110.331038
597,379,Losmen Parikesit,Guest House,Parangtritis Bantul,Mancingan XI. RT4. Parangtritis. Kretek. Bantul,Belum ada rating,100654,179107,-8.018256,110.329392
598,380,OYO 90354 Ndalem Sabine Syariah,Hotel,Piyungan Bantul,Kecamatan piyungan. Kabupaten Bantul,4.7,106189,107624,-7.837634267,110.44196
599,381,Griya Zukarnaen Syariah RedPartner,Guest House,Sedayu Bantul,Unnamed Road. Ngentak. Argorejo. Kec. Sedayu. Bantul. Daerah Istimewa Yogyakarta 55752. Indonesia,3.0,110754,184150,-7.819813,110.263134
600,382,Camping Ground Bukit Tinatar,Bumi Perkemahan,Piyungan Bantul,Jombor. Srimulyo. Kec. Piyungan. Kabupaten Bantul. Daerah Istimewa Yogyakarta,Belum ada rating,204000,549000,-7.859243,110.465721
601,383,Teratai Biru River Camping Ground,Bumi Perkemahan,Piyungan Bantul,Jl. Klenggotan. Menguten. Srimulyo. Kec. Piyungan. Kabupaten Bantul. Daerah Istimewa Yogyakarta,Belum ada rating,204000,314000,-7.824185,110.452763
602,384,Dea Lokha Hotel,Hotel,Wonosari Gunung Kidul,Jl. K.H. Agus salim No. 146 Ledoksari. Wonosari Yogyakarta,4.0,280579,383598,-7.956485,110.591959
603,385,Alzara Hotel Syariah,Hotel,Wonosari Gunung Kidul,RT 02 RW 04 Pedukuhan Bansari. Kelurahan Kepek. Wonosari. Gunungkidul. DI Yogyakarta,4.1,255944,400000,-7.96791,110.59235
604,386,OYO Life 3003 Wisma Handayani Syariah,Hotel,Wonosari Gunung Kidul,Jalan Taman Bhakti. Wonosari. Kabupaten Gunung Kidul. Yogyakarta,3.8,122999,150334,-7.959937,110.603171
605,387,Kopilimo Cafe & Homestay,Guest House,Patuk Gunung Kidul,Jalan Patuk Ngoro Oro RT 20 RW 04 Sumbertetes Patuk Gunungkidul Yogyakarta,3.4,239563,909999,-7.840697,110.49313
606,388,Omah Sundak Homestay,Homestay,Tepus Gunung Kidul,Pantai Sundak Desa Sidoharjo RT 04 / RW 009. Tepus. Gunung Kidul.Yogyakarta 55881,3.3,225000,1799999,-8.146524,110.60687
607,389,Hotel Kukup Indah,Guest House,Tepus Gunung Kidul,Pantai Kukup. Jl. Pantai Selatan Jawa. Dusun Ngepung. Kemadang. Tanjung Sari. Gunung kidul. Yogyakarta,3.2,162644,498076,-8.130858,110.555582
608,390,OYO 2634 Griya Birowo Syariah,Hotel,Wonosari Gunung Kidul,Jl. Baron No.34. Purwosari. Baleharjo. Wonosari. Gunung Kidul. Yogyakarta,4.1,146193,173834,-7.972103,110.602151
609,391,Gubuk Asmoro Nglolang,Homestay,Tepus Gunung Kidul,Jl. Pantai Sepanjang. Ngalos. Kemadang. Kec. Tanjungsari. Kabupaten Gunung Kidul. Daerah Istimewa Yogyakarta,3.4,124019,218217,-8.13699,110.567623
610,392,The New Orlinds Guest House,Guest House,Karangmojo Gunung Kidul,Jalan Goa Pindul Pos 2 Gunungkidul Bejiharjo Karangmojo Gunung Kidul Yogyakarta,Belum ada rating,275001,275001,-7.9261123,110.6464593
611,393,Penginapan Barokah,Homestay,Paliyan Gunung Kidul,Pantai Kukup. Jl. Pantai Selatan Jawa. Dusun Ngepung. Kemadang. Tanjung Sari. Gunung kidul. Yogyakarta,4.2,255756,532987,-8.048222,110.522216
612,394,Penginapan Putra Darma,Bungalow,Tepus Gunung Kidul,Jl. Pantai Sel. Jawa No.3. Pantai. Tepus. Kabupaten Gunung Kidul. Daerah Istimewa Yogyakarta 55881. Indonesia,4.3,169040,892227,-8.148924,110.615805
613,395,Premier Guest House Yogyakarta,Hotel,Kalasan Sleman,Jl. Sambisari Jl. Kadisoka No.A3. RT.03/RW.02. Kadisoko. Purwomartani. Kec. Kalasan. Kabupaten Sleman. Daerah Istimewa Yogyakarta 55571,4.0,209000,279000,-7.760151,110.444653
