,Unnamed: 0,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude
347,469,OYO 3836 Vedanta Villa,Hotel,Buleleng Buleleng,B.2. Jalan Kartika No B.2 Kalibukbuk. Lovina. Sukasada - Bali. Bali,4.2,119445,137598,-8.158096,115.029305
348,470,RedDoorz near Penimbangan Beach Singaraja,Hotel,Buleleng Buleleng,Jl. A. Yani No.177. Baktiseraga. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,4.1,130133,182880,-8.124436,115.068904
349,471,Hotel Sentral,Hotel,Buleleng Buleleng,Jalan. A. Yani No. 48,3.3,110600,245000,-8.11551570892334,115.078254699707
350,472,Mandari Hotel,Hotel,Buleleng Buleleng,Jl. Pantai Asri. Banyuasri. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,4.0,316666,316666,-8.118042,115.073527
351,473,Puri Bali Hotel,Bed & Breakfast,Buleleng Buleleng,Jl. Mawar Lovina Kalibukbuk Singaraja,3.8,330551,620001,-8.159740447998047,115.0271224975586
352,474,Asiana Lovina Hotel and Karaoke,Hotel,Buleleng Buleleng,Jalan Lovina. Dusun Banyualit. Desa Kalibukbuk. Kec. Buleleng. Kab. Buleleng. Bali. Indonesia,Belum ada rating,243825,298008,-8.157495,115.039155
353,475,RedDoorz Plus @ Singaraja,Hotel,Buleleng Buleleng,Jl. Natuna. Penarukan. Kec. Buleleng. Kabupaten Buleleng. Bali 81155,4.4,165363,358038,-8.085821,115.114892
354,476,Collection O 90805 Aditya Beach Resort And Spa,Hotel,Buleleng Buleleng,Singaraja. Parma hotel. Jalan Seririt-Singaraja. Kaliasem. Bali. 00362. Indonesia. Bali,4.2,205000,320000,-8.132512,115.060936
355,477,GM Lovina,Guest House,Buleleng Buleleng,Lovina. Jl. Seririt- Singaraja No.18. Pemaron. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,3.7,227762,298820,-8.129361,115.061126
356,478,Starlight Hotel Lovina,Hotel,Buleleng Buleleng,Lovina Beach. Jalan Starlight Banyualit. Kalibukbuk,4.0,372948,1458000,-8.15327358588826,115.032552480698
357,479,Hepi Bungalow,Hotel,Buleleng Buleleng,'Jalan Pantai Happy. Tukadmungga. Kecamatan Buleleng' 'Jalan Pantai Happy.Tukadmungga. Kecamatan Buleleng',Belum ada rating,104115,174913,-8.137619972229004,115.05471801757812
358,480,Lidah Lokal Guest House Singaraja,Hotel,Buleleng Buleleng,Jl. Pidada Singaraja. Buleleng. Bali. Indonesia,4.6,300000,375000,-8.115077,115.07594
359,481,Hotel Mylovina,Resort Villa,Buleleng Buleleng,Jl. Binaria Lovina Beach Singaraja,4.5,345206,575001,-8.160827765692474,115.02677730750293
360,482,Grand Raka Homestay,Hotel,Buleleng Buleleng,Jl. Kartika No.64. Anturan,5.0,225625,645999,-8.157320022583008,115.02925872802734
361,483,Girimana Guest House,Guest House,Buleleng Buleleng,Jalan I Gede Made Taman Lovina Residence No 87. Singaraja. Indonesia,3.8,400000,400000,-8.164312,115.027458
362,484,Summer Guesthouse Lovina,Guest House,Buleleng Buleleng,Jl. Desa Kalibukbuk-Anturan. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,3.0,332500,610000,-8.162515,115.028053
363,485,Rambutan Boutique Hotel & Spa,Hotel,Buleleng Buleleng,Gg. Mawar Jl. Desa Kalibukbuk-Anturan. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,4.4,299999,1699999,-8.160345,115.02782
364,486,Duta Karya Hotel,Guest House,Buleleng Buleleng,Jln. Ahmad Yani. 59 Singaraja. Singaraja. Buleleng. Bali. Indonesia. 81116,Belum ada rating,136433,362205,-8.111338,115.086674
365,487,Villa Putih Lovina,Guest House,Buleleng Buleleng,Gambuh. Teluk Buluh. Kalibukbuk. Buleleng,3.0,295000,295000,-8.16238021850586,115.04595947265624
366,488,Hotel Dupa,Guest House,Buleleng Buleleng,Jl. Raya Lovina Binaria. Anturan. Lovina. Kabupaten Buleleng. Bali,3.0,104000,201000,-8.162507,115.025927
367,489,Hotel Mandari,Hotel,Buleleng Buleleng,Jalan Pantai Asri. Pura CamplungLovina,Belum ada rating,273378,321339,-8.117973327636719,115.0736083984375
368,490,The Malawa Guest House Singaraja,Guest House,Buleleng Buleleng,Jl. Seririt-Singaraja. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,Belum ada rating,241000,241000,-8.15107,115.043259
369,491,GM Hotel Lovina by ZUZU,Hostel,Buleleng Buleleng,Jl. Hotel Puri Bagus #9. Pemaron. Lovina Buleleng,2.0,269320,299151,-8.129361,115.061126
370,492,Lila Cita Lovina,Guest House,Buleleng Buleleng,Jalan Panti Celuk Agung. Lovina,Belum ada rating,232800,304800,-8.146423,115.043148
371,493,RedDoorz near Buleleng Harbour 2,Hotel,Buleleng Buleleng,Gg. Mangga. Penarukan. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,4.0,169200,421130,-8.104237,115.105851
372,494,Taman Lily's Lovina,Hotel,Buleleng Buleleng,Jl. Mawar Jl. Desa Kalibukbuk-Anturan No.79. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali 81119. Indonesia,Belum ada rating,210247,210247,-8.160271,115.027473
373,495,Rumah Askara,Guest House,Buleleng Buleleng,Jalan mawar lovina kalibukbuk lovina. Buleleng. Indonesia,Belum ada rating,250000,250000,-8.159942,115.027556
374,496,Rini hotel,Hotel,Buleleng Buleleng,lovina Beach Bali,Belum ada rating,350001,400000,-8.15962028503418,115.02680206298828
375,497,Hepi Bungalow,Guest House,Buleleng Buleleng,Jalan Pantai Happy. Tukadmungga. Kecamatan Buleleng. Jalan Pantai Happy.Tukadmungga. Kecamatan Buleleng Bali. 81119 Bali. Indonesia,Belum ada rating,146289,258699,-8.137578,115.054775
376,498,Penginapan Adi,Homestay,Buleleng Buleleng,Jl. Raya Seririt. Ds. Kalibukbuk. Singaraja. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,Belum ada rating,101000,201000,-8.155138,115.037008
377,499,Penginapan Griya Anyar,Hotel,Buleleng Buleleng,Jl. Pulau Obi. Banyuning. Kec. Buleleng. Kabupaten Buleleng. Bali 81119,Belum ada rating,204251,285000,-8.104224,115.10649
378,500,Nirwana Seaside Cottage,Hotel,Buleleng Buleleng,lovina beach. kalibubuk,Belum ada rating,300000,800000,-8.161279678,115.0245667
379,501,"PONDOK WISATA SARTAYA 2,Lovina",Bungalow,Buleleng Buleleng,Jl. Raya Kalibukbuk,5.0,319599,336420,-8.152242736591276,115.03640277354113
380,502,Barclona Guesthouses Lovina,Apartment,Buleleng Buleleng,Jalan mawar lovina (warung barclona) Desa kalibukbuk,3.9,275000,275000,-8.16061019897461,115.02992248535156
381,503,Keyani Bungalows,House,Buleleng Buleleng,Jl. I Gede Taman Graha Lovina Blok B 17 N 19.  RT:01.Jl. Damai,3.4,175179,353500,-8.1649808883667,115.03278350830078
382,504,MANDARI HOTEL SINGARAJA,Hotel,Buleleng Buleleng,JALAN PANTAI ASRI-BANYUASRI SINGARAJA,Belum ada rating,271876,318883,-8.118047915842569,115.07355004549026
383,505,Sunset Ayu Bungalow,Guest House,Buleleng Buleleng,R2WP+JV9. Anturan. Buleleng. Buleleng Regency. Bali 81119. Indonesia,Belum ada rating,232103,286080,-8.153493,115.037177
384,506,Villa Jaya,Guest House,Buleleng Buleleng,Jl. Mawar Kalibukbuk,Belum ada rating,250000,350000,-8.157979965209961,115.02700805664062
385,507,Lilacita Beach Lovina,Apartment,Buleleng Buleleng,Lovina. Anturan. Kec. Buleleng. Kabupaten Buleleng. Bali,4.2,261900,342900,-8.14583,115.04293
386,508,Grand Mega Resort & Spa Bali,Hotel,Kuta Badung,Jl. By Pass Ngurah Rai No. 234. Simpang Siur. Kuta. Pemogan. Denpasar Sel.. Kabupaten Badung. Bali 80361. Indonesia,3.9,342740,454786,-8.721074,115.185399
387,509,Fame Hotel Sunset Road Kuta,Hotel,Kuta Badung,Jalan Sunset Road No. 9. Kuta,4.3,371412,627059,-8.700718,115.178506
388,510,Primera Hotel Seminyak,Hotel,Kuta Badung,Jl. Camplung Tanduk No.9A. Seminyak. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.2,213229,506375,-8.691213,115.16599
389,511,BOSS Legian Hotel,Hotel,Kuta Badung,Jl. Werkudara No. 543. Legian Kaja. Legian. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,222306,768743,-8.69872,115.165
390,512,Siesta Legian Hotel,Hotel,Legian Badung,Jalan Bunut Sari No.8,4.3,232565,232565,-8.70737,115.17277
391,513,Hotel Dafam Savvoya Seminyak,Hotel,Seminyak Badung,Jl. Mertanadi No.14. Seminyak. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,332354,434611,-8.682838,115.167238
392,514,favehotel Sunset Seminyak,Hotel,Kuta Badung,Jl.Sunset Road 89,4.3,338800,633800,-8.68402,115.16847
393,515,Loft Legian Hotel,Hotel,Legian Badung,Jl. Melasti No.99. Legian. Kuta. Kabupaten Badung. Bali 80361. Indonesia,3.7,178024,899236,-8.708691,115.171256
394,516,Solaris Hotel Kuta Bali,Hotel,Kuta Badung,Jl. Jenggala. Wana Segara. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,267700,429250,-8.737102,115.165556
395,517,Quest Hotel Kuta by ASTON,Hotel,Kuta Badung,Kediri Street # 9. Tuban - Kuta,4.0,341812,807760,-8.737518,115.175998
396,518,favehotel Kuta Kartika Plaza,Hotel,Kuta Badung,Jl Kartika Plaza No 45X,4.1,276164,477250,-8.73465,115.1674
397,519,The Aromas of Bali Hotel and Residence,Hotel,Legian Badung,Jl. Lebak Bene No. 355. Legian. Kec. Kuta. Kabupaten Badung. Bali. Indonesia,2.7,204131,204131,-8.711154,115.171319
398,520,Kuta Majesty Hotel,Hotel,Kuta Badung,Jalan Raya KUta 78. Kuta. Bali,4.3,265000,351000,-8.72121,115.179848
399,521,The Radiant Hotel & Spa Kuta,Hotel,Kuta Badung,Jl. Puri Grenceng No.46. Tuban. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.1,296400,1003600,-8.739734,115.171982
400,522,Simpang Inn Kuta,Hotel,Kuta Badung,Legian street No. 133,4.1,250000,450000,-8.717559,115.174208
401,523,Pesona Beach Inn,Hotel,Kuta Badung,Jl. Poppies 1 No.31 Kuta,3.7,123500,190000,-8.720408,115.172558
402,524,Hotel Zia Bali - Kuta Beach,Hotel,Kuta Badung,Jalan Ciung Wanara No. 17 Br. Tegal. Kuta. Bali,4.2,298780,697500,-8.723495,115.172918
403,525,The Tusita Hotel Bali,Hotel,Kuta Badung,Kartika Plaza street No. 9x. Kuta. Bali 80361. Indonesia,3.9,309955,2278167,-8.735856,115.166943
404,526,Swiss-Belexpress Kuta Legian,Hotel,Legian Badung,Jl. Raya Legian Gg. Tropozone. Lingkungan Pelasa. Kuta. Bali 80361. Indonesia,4.3,325000,575000,-8.717519,115.176223
405,527,Signature Seminyak Smart Hotel,Hotel,Kuta Utara Badung,Jalan Mertanadi No. 74. Kerobokan. Kuta Utara. Kerobokan Kelod. Kuta Utara. Kabupaten Badung. Bali 80361. Indonesia,3.7,269634,465000,-8.676659,115.167298
406,528,Maxi Hotel and Spa Kuta,Hotel,Kuta Badung,Legian street No. 83A,3.7,198000,461999,-8.718443,115.174506
407,529,Pondok Anyar Hotel,Hotel,Kuta Badung,Jl. Kubu Anyar. Gang Kingkong I No 2. Kuta. Bali 80361. Indonesia,4.0,187529,391399,-8.731376,115.17073
408,530,Kampung Cenik,Hotel,Legian Badung,Jln. Dewi Sri 1 No. 3,4.4,294847,583200,-8.70312,115.1791
409,531,The Studio Inn at Nusa Dua,Hotel,Kuta Selatan Badung,Jl. By Pass Nusa Dua 7x. Nusa Dua. Kuta Selatan. Bali. Indonesia. 80361,3.5,350000,350000,-8.796883,115.220416
410,532,Hotel Amaris Kuta Bali,Hotel,Kuta Badung,Lebak Bene Street. Kuta. Badung. Bali 80361,3.7,223014,299998,-8.7103563,115.1703454
411,533,M Suite Bali,Hotel,Kuta Badung,Jl. Nakula Gang Baik-baik Seminyak,4.1,273006,600000,-8.69503714475015,115.172284841537
412,534,Losari Sunset Hotel,Hotel,Kuta Badung,Sunset Paradise. Jalan Sunset Road. 169,3.5,278000,278000,-8.709208,115.1841
413,535,Fourteen Roses Beach Hotel,Hotel,Kuta Badung,Jl. Melasti Gang Intan No. 1. Legian - Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.0,278877,487500,-8.70943,115.168414
414,536,G Sign Style Kuta Bali,Hotel,Kuta Badung,Jl. Raya Tuban No.111. Tuban. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.2,285000,685000,-8.740924,115.17863
415,537,Euphoria Hotel Bali,Hotel,Kuta Badung,Patih Jelantik 11 - 12,4.2,217066,433725,-8.709217,115.176308
416,538,ION Bali Benoa,Resort,Nusa Dua Badung,Jalan Nusa Dua. Kuta Selatan. Nusa Dua. Tanjung Benoa. Indonesia,4.2,280488,312000,-8.771467,115.222647
417,539,Three Brothers Bungalows and Villas,Villa,Kuta Badung,Jalan Legian kaja. Kuta. Legian. Kuta. Badung Regency. Bali 80361. Indonesia,4.1,342000,1600000,-8.704243,115.169717
418,540,Kimono Hotel Kuta,Hotel,Kuta Badung,Jalan By Pass Ngurah Rai No.38. Jimbaran. Kuta Selatan. Kuta. Kabupaten Badung. Bali 80361. Indonesia,3.4,156637,559540,-8.725804,115.180908
419,541,The Umah Pandawa Homestay and Villas,Guest House,Kuta Selatan Badung,Jl. Dharmawangsa No.42. Ungasan. Kuta Sel.. Kabupaten Badung. Bali 80361. Indonesia,3.9,298185,341296,-8.823488,115.185737
420,542,Yulia Beach Inn Kuta,Hotel,Kuta Badung,Jl. Pantai Kuta Banjar Pande Mas No.43. Kuta. Badung. Bali. 80361. Indonesia,4.6,344565,1264376,-8.722829,115.171953
421,543,21 Lodge Nusa Dua,Guest House,Kuta Selatan Badung,Siligita Raya street No.21,4.7,335000,335000,-8.796268,115.215416
422,544,Hotel Karthi Kuta,Hotel,Kuta Badung,Jl. Kartika Plaza. Tuban. Kuta. Kabupaten Badung. Bali 80361. Indonesia,3.9,180000,494999,-8.726656,115.169895
423,545,Wave & Chill House,Hostel,Kuta Utara Badung,Jl. Raya Uma Buluh No. 4. Canggu. Kec. Kuta Utara. Kabupaten Badung. Bali. Indonesia,4.7,242499,436499,-8.635443,115.150425
424,546,OYO 1654 Maha Bharata Kuta Inn,Hotel,Kuta Badung,Jl. Raya Legian No.96. Kuta. Kabupaten Badung. Bali,3.8,128143,184526,-8.71979,115.175111
425,547,Swandewi Homestay,Guest House,Kuta Badung,Jl. Kartika Plaza. Samudra Lane. 80361 Kuta. Indonesia,3.2,180000,182862,-8.734527,115.166285
426,548,Dewa Bharata Bungalow Legian,Hotel,Kuta Badung,Jalan Legian No. 194,4.9,285000,300000,-8.71613,115.174146
427,549,Amaris Hotel Sunset Road Bali,Hotel,Kuta Badung,Jalan Sunset Road No.57 ,3.9,247500,275000,-8.7038892,115.1811467
428,550,Dewa Bharata Bungalow Legian,Hotel,Kuta Badung,Jalan Legian No. 194,4.9,285000,300000,-8.71613,115.174146
429,551,OYO 1372 Canggu 77 Guest House,Hotel,Kuta Utara Badung,Jl. Bantan Kangin. Gg. II No. 2 . Tibubeneng. North Kuta. Badung Regency. Bali,3.5,99404,140000,-8.639381,115.152981
430,552,Jeje Hotel Legian,Hotel,Kuta Badung,Jl Padma Utara No. 100. Legian,Belum ada rating,200000,340267,-8.703295,115.167805
431,553,Bali Kuta Resort,Hotel,Kuta Badung,Jl. Majapahit No.18. Kuta. Kabupaten Badung. Bali,3.4,207331,449990,-8.720173,115.178586
432,554,Hotel Asoka City Bali,Hotel,Kuta Badung,Kubu Anyar Street no 40. Kuta - Bali (behind banjar anyar) Tuban. Kuta Bali 80361,3.8,182004,200000,-8.732783,115.170515
433,555,Naturela Hotel,Hotel,Kuta Selatan Badung,Jl. Labuan Sait,5.0,332500,350000,-8.817819,115.11488
434,556,Gelatik Bed and Breakfast,Hostel,Kuta Utara Badung,Jl. Batubelig. Gg. Gelatik No.2. Kerobokan Kelod. Kuta Utara. Kabupaten Badung. Bali 80361. Indonesia,4.0,300000,300000,-8.672609,115.151825
435,557,OYO 1200 Kencana Residence,Guest House,Kuta Selatan Badung,Jl. Danau Tamblingan IV No.5. Jimbaran. Kec. Kuta Sel.. Kabupaten Badung. Bali 80361. Indonesia. Bali,4.2,177778,177778,-8.789929,115.18639
436,558,Kuta Suci Guest House,Hotel,Kuta Badung,Jl. Pantai Kuta No.37. Kuta. Kabupaten Badung. Bali 80361. Indonesia,4.2,212500,637500,-8.722453,115.173111
437,559,Puri Tamu Hotel Jimbaran,Hostal,Jimbaran Badung,Jalan Uluwatu No. 100X Jimbaran. Bali,4.5,196199,259999,-8.795305,115.16205
438,560,Puspa Graha Villatel,Guest House,Kuta Badung,Jl. Telaga Ayu. Kedonganan. Kuta. Kedonganan. Kuta. Kabupaten Badung. Bali 80361. Indonesia,Belum ada rating,221817,221817,-8.766158,115.181337
439,561,Spazzio Bali Hotel,Hotel,Kuta Badung,Dewi Sri Street. No 20,4.2,222222,222222,-8.707917,115.178268
440,562,Ubud Sawah Scenery Villa and Homestay,Hotel,Tegallalang Gianyar,Br.dukuh  Desa Kenderan Tegalalang. Gianyar. Bali,4.0,195500,195500,-8.458378,115.282826
441,563,Uma Kutuh 2 Ubud,Guest House,Ubud Gianyar,Jl. Tirta Tawar. Kutuh. Kecamatan Ubud. Kabupaten Gianyar. Bali,3.9,128049,350000,-8.499366,115.270562
442,564,MaxOneHotels Rejuvination at Gianyar,Hotel,Blahbatuh Gianyar,Jl. Udayana No.100 . Gianyar - Bali,4.5,264040,586719,-8.544774,115.303202
443,565,OYO 612 Dante Guesthouse,Hotel,Gianyar Gianyar,No 3. Jalan Hasanudin I. Kecamatan Gianyar. Kabupaten Gianyar 80511 Bali Indonesia. Bali,3.8,217359,461999,-8.5447061,115.3224555
444,566,Ubud Batan Nyuh,Hostal,Ubud Gianyar,Jl. A.A. Gede Rai. Lodtunduh. Ubud. Kabupaten Gianyar. Bali 80571. Indonesia,4.6,341250,341250,-8.554169,115.263101
445,567,Ubud Tropical Glamping,Glamping,Ubud Gianyar,Jl. Raya Andong Petulu. Ubud. Gianyar. Petulu. Kecamatan Ubud. Denpasar. Bali,4.2,212541,800000,-8.500231,115.272525
446,568,Nara Ubud Cottage,Guest House,Ubud Gianyar,Jalan Nyuh Bojog No. 14.Jalan Nyuh Bojong No.14,5.0,278080,352000,-8.52245648733074,115.257096290588
447,569,Sisin Ubud View,Hotel,Sukawati Gianyar,Jalan Gunung Sari No 99X. Br. Sumampan. Kemenuh. Sukawati. Gianyar. Bali. Indonesia,4.1,312000,700000,-8.550271,115.285973
448,570,Arjuna Homestay Ubud,Homestay,Ubud Gianyar,Jl. Arjuna. Ubud. Kabupaten Gianyar. Bali 80571. Indonesia,3.8,120000,150000,-8.507348,115.261278
449,571,Panorama Bali Hotel,Hotel,Ubud Gianyar,Jl. Raya Pengosekan,Belum ada rating,224309,257580,-8.52470587845313,115.263061523438
450,572,Hotel Gianyar,Hotel,Gianyar Gianyar,Jl. Manik No 1A.Jln Manik No 1A,Belum ada rating,214999,214999,-8.53988998286362,115.32289624214197
451,573,The Unique Homestay,Homestay,Ubud Gianyar,Jalan Raya Ubud No. 8X. Ubud. Gianyar. Bali. Indonesia,4.0,225000,225000,-8.508258,115.264918
452,574,Omah d'Taman by EPS,Hotel,Ubud Gianyar,Jl. Sri Wedari. 53,Belum ada rating,142500,150000,-8.5016021,115.2660167
453,575,Askara Guest House & Hostel,Guest House,Ubud Gianyar,Jl. Tirta Tawar No.65. Petulu. Kecamatan Ubud. Kabupaten Gianyar. Bali. Indonesia,4.5,308750,600000,-8.499842,115.268544
454,576,Bulan Bali Hostel,Hostel,Ubud Gianyar,Jl. Suksma Kesuma. Br. Tengah Kauh. Peliatan,Belum ada rating,200001,225000,-8.521100044250488,115.26643371582033
455,577,Swan Inn,Inn,Ubud Gianyar,Jl Monkey Forest,3.9,323000,340000,-8.50961,115.26119
456,578,Lumbung Jaya Guest House,Guest House,Tegallalang Gianyar,Jl. Raya Bilukan No.25. Sebatu. Kec. Tegallalang. Kabupaten Gianyar. Bali 80561. Indonesia,Belum ada rating,350000,573312,-8.3885,115.297226
457,579,Bale Bali House,Guest House,Ubud Gianyar,Jl. Sugriwa No.58. Ubud. Kecamatan Ubud. Kabupaten Gianyar. Bali  Indonesia,4.8,252620,312000,-8.515869,115.264766
458,580,Pande Permai Bungalow,Hotel,Ubud Gianyar,<p>Monkey Forest Street</p>,4.0,145128,452667,-8.516595,115.259682
459,581,Liyer House,Guest House,Ubud Gianyar,Jl. Raya Pengosekan. Br. Pengosekan Kaja. Mas. Ubud. MAS. Ubud. Kabupaten Gianyar. Bali 80571. Indonesia,5.0,337290,619845,-8.527261,115.264879
460,582,Muka House Ubud,Guest House,Ubud Gianyar,Sandat Street.Jalan sandat,4.3,210000,240000,-8.50399398803711,115.26695251464844
461,583,Pondok Ayu Shanti,Guest House,Ubud Gianyar,jln champuan III. br dauh Labak. singakerta. ubud,5.0,283029,315350,-8.52658307352141,115.248677248213
462,584,Eka Bali Guest House,Guest House,Ubud Gianyar,Jalan Raya Pengosekan Ubud,Belum ada rating,269999,320000,-8.522040560762406,115.26371464133264
463,585,Jungut Guest House Ubud,Guest House,Ubud Gianyar,Jl. Arjuna. Ubud. Kabupaten Gianyar. Bali. Indonesia,5.0,129033,272156,-8.507348,115.261278
464,586,Agung Alit Guest House,Guest House,Tegallalang Gianyar,Jl. Raya Andong No.123. Petulu. Kecamatan Ubud. Kabupaten Gianyar. Bali 80552. Indonesia,Belum ada rating,161700,350001,-8.488932,115.275628
465,587,Ben's Homestay,Hotel,Ubud Gianyar,Jalan Suweta. Sambahan,Belum ada rating,314999,314999,-8.504389762878418,115.26307678222656
466,588,Wijaya Guest House,Guest House,Ubud Gianyar,Dharma Putra Street no 25. Laplapan-Ubud.Jl. Dharma Putra no 25. Banjar Laplapan. Desa Laplapan,4.5,100000,100000,-8.503762245178223,115.27803802490234
467,589,Pondok Bali,Guest House,Ubud Gianyar,Jalan Raya Laplapan No. 29,4.2,116999,350000,-8.502597609646985,115.27817845344543
468,590,Taman Indrakila,Hotel,Ubud Gianyar,Jalan Campuhan. Sayan. Ubud - Gianyar,Belum ada rating,281520,618813,-8.49905,115.25339
469,591,Kabera House 2,Vacation Home,Ubud Gianyar,Gang Arjuna Jl. Monkey Forest,Belum ada rating,100000,150000,-8.507450103759766,115.26164245605467
470,592,Ida Guest House,Bed & Breakfast,Sukawati Gianyar,gang cakra. rumah pertama. gerbang coklat,Belum ada rating,254805,254805,-8.584390989363026,115.27913944016522
471,593,Teba House Bisma Ubud by ecommerceloka,Guest House,Ubud Gianyar,Jl. Bisma No.35. Ubud. Kecamatan Ubud. Kabupaten Gianyar. Bali 80571. Indonesia,4.0,148938,220000,-8.515449,115.258448
472,594,"bucu hidden guest house, and meditation center",Guest House,Ubud Gianyar,Jl raya bresela Jl raya bresela,Belum ada rating,128700,200001,-8.432669639587402,115.26898956298828
473,595,Ganesha Ubud Inn,Guest House,Ubud Gianyar,Jl. Hanuman No. 43 Padang Tegal,Belum ada rating,254805,600000,-8.51452814021672,115.262986421585
474,596,Ubud City Hotel,Hotel,Ubud Gianyar,Jalan Wenara Wana,Belum ada rating,222535,687875,-8.511016845703125,115.2594985961914
475,597,Sanga House (Balinese Concepts),Apartment,Tampaksiring Gianyar,Sanga House,Belum ada rating,285000,285000,-8.508450999999999,115.29423900000006
476,598,Mano House,Bed & Breakfast,Ubud Gianyar,Jalan Nyuh Gading 10. Nyuh Kuning. Mas. 80571,Belum ada rating,299999,299999,-8.526080131530762,115.25665283203124
477,599,Sari Nadi Homestay,Guest House,Ubud Gianyar,Jalan Monkey Forest. Gang Beji No 17. Br Ubud Kelod. Ubud. Gianyar. Bali.  Indonesia.Jalan Monkey Forest. Gang Beji (di sebelah utara SDN 1 Ubud) No 17. Br Ubud Kelod. Ubud. Gianyar. Bali. Indonesia . 80571 ,Belum ada rating,250000,250000,-8.509837,115.261079
478,600,The Swell,Hostel,Tabanan Tabanan,Jl. Pantai Kedungu No.99. Belalang. Kec. Kediri. Kabupaten Tabanan. Bali. Indonesia,4.5,316498,316498,-8.60725,115.085866
479,601,Aris Hotel Tabanan,Hotel,Kediri Tabanan,Jl. Raya Denpasar - Gilimanuk. Abian Tuwung. Kec. Kediri. Kabupaten Tabanan. Bali,3.7,228456,295256,-8.560578,115.15457
480,602,Pondok Astina,Guest House,Baturiti Tabanan,Jl. Denpasar-Singaraja. Baturiti. Kec. Baturiti. Kabupaten Tabanan. Bali,Belum ada rating,140000,140000,-8.311871,115.17583
481,603,Dajan Buyan Homestay,Guest House,Bedugul Tabanan,Jalan Kedasong. Pancasari. Sukasada,3.0,231209,391277,-8.249142410490313,115.14262229204178
482,604,Gubug Balian Beach Bungalow,Hotel,Selemadeg Tabanan,Jl. Pantai Balian No. 78. Banjar Pengasahan Pantai Balian. Selemadeg,Belum ada rating,196222,500175,-8.476152,114.935474
483,605,Balian Paradise Resort,Hotel,Selemadeg Tabanan,Jl. Pantai Balian. Br. Pengasahan. Surabrata. Lalanglinggah. Selemadeg Bar.. Kabupaten Tabanan. Bali 82162,2.9,245922,481350,-8.502471,114.966425
484,606,OYO 91228 Griya Siena,Hotel,Banjar Tabanan,1. Warung Geriya Siena. Gunung Lesung Hiking Trail. Bali. 81162. Indonesia. Bali,4.5,193667,193667,-8.28,115.106111
485,607,Harmony Residence Tabanan,Guest House,Kediri Tabanan,Jl. Ahmad Yani X Gg. Rambutan. Banjar Anyar. Kec. Kediri. Kabupaten Tabanan. Bali,4.0,230000,230000,-8.553735,115.143604
486,608,Ayudia Camp,Guest House,Baturiti Tabanan,Jl. Baturiti Bedugul No.19. Batunya. Kec. Baturiti. Kabupaten Tabanan. Bali,Belum ada rating,205000,340000,-8.283667,115.162356
487,609,OYO 90714 Umah Pande Tabanan,Hotel,Kediri Tabanan,80861. Rumah Sakit Umum Daerah Tabanan. 14. Jalan Pahlawan. banjar sakenan baleran. Delod Peken. desa delod peken. Bali. 82121. Indonesia. Bali,Belum ada rating,63200,136856,-8.539284,115.132231
488,610,Teras Subak Jatiluwih,Hotel,Penebel Tabanan,Br. Jatiluwih. Desa Jatiluwih Tabanan,Belum ada rating,260000,260000,-8.367210388183594,115.13008880615234
489,611,Umah Hijau Tabanan,Guest House,Kediri Tabanan,Gg. I No.7A. Delod Peken. Kec. Tabanan. Kabupaten Tabanan. Bali,4.0,137751,356135,-8.538516,115.132664
490,612,Apple Villa,Resort Villa,Tabanan Tabanan,Jalan Pantai Yeh Gangga Banjar Bedha. Kediri ,Belum ada rating,269100,1242000,-8.575940132141113,115.0924072265625
491,613,Bali Home Stay & Spa Heritage,Homestay,Kerambitan Tabanan,Jl. Raya Kerambitan. Kerambitan. Kec. Kerambitan. Kabupaten Tabanan,Belum ada rating,250000,300000,-8.546554,115.080619
492,614,Tegal Jero Homestay,Homestay,Penebel Tabanan,Jalan Penatahan-Wongayagede. Wongaya Gede. Penebel. Wongaya Gede. Penebel. Kabupaten Tabanan. Bali 85125. Indonesia,Belum ada rating,237500,250000,-8.372038,115.102584
493,615,Buana Asti Homestay,Guest House,Penebel Tabanan,jln Tambawaras Munacksari. Sangketan. Penebel. Kabupaten Tabanan. Bali 82152. Indonesia,Belum ada rating,123000,180000,-8.422979,115.104681
